Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15,Feature_16,Feature_17,Feature_18,Feature_19,Feature_20,Feature_21,Feature_22,Feature_23,Feature_24,Feature_25,Feature_26,Feature_27,Feature_28,Feature_29,Feature_30,Feature_31,Feature_32,Feature_33,Feature_34,Feature_35,Feature_36,Feature_37,Feature_38,Feature_39,Feature_40,Feature_41,Feature_42,Feature_43,Feature_44,Feature_45,Feature_46,Feature_47,Feature_48,Feature_49,Feature_50,Feature_51,Feature_52,Feature_53,Feature_54,Feature_55,Feature_56,Feature_57,Feature_58,Feature_59,Feature_60,Feature_61,Feature_62,Feature_63,Feature_64,Feature_65,Feature_66,Feature_67,Feature_68,Feature_69,Feature_70,Feature_71,Feature_72,Feature_73,Feature_74,Feature_75,Feature_76,Feature_77,Feature_78,Feature_79,Feature_80,Feature_81,Feature_82,Feature_83,Feature_84,Feature_85,Feature_86,Feature_87,Feature_88,Feature_89,Feature_90,Feature_91,Feature_92,Feature_93,Feature_94,Feature_95,Feature_96,Feature_97,Feature_98,Feature_99,Feature_100,Feature_101,Feature_102,Feature_103,Feature_104,Feature_105,Feature_106,Feature_107,Feature_108,Feature_109,Feature_110,Feature_111,Feature_112,Feature_113,Feature_114
-0.02536587,-0.50457287,-0.055493537,0.67964536,1.6531626,0.5189479,0.6890968,3.127742,0.0,0.0,0.0,0.62254566,-0.005996651,0.15765074,0.021487016,-0.10077407,-0.047076106,0.016297117,0.0,0.0,0.0,0.0,0.0,0.0,0.035737522,0.041853346,0.0,-0.0017294579,0.0,0.0,-0.009560023,0.020581026,0.08818393,0.0,0.0038924483,0.0,0.0,0.0,0.0,0.04791539,-0.009214105,0.0,0.0,-0.028630584,0.0,0.0,0.0,0.0,0.0,-0.07129408,0.0,0.00579187,-0.065741956,0.0,0.0,-0.27352324,0.0068087764,0.0,0.10732869,0.0,0.0,0.0,0.0,0.0,0.081128396,0.0,0.0,0.07811104,0.0,0.0,0.0,0.0,-0.021667527,-0.009082772,0.0,-0.39672506,0.0067739794,0.0015540853,0.0,0.0,0.0,-0.0012358547,0.0,0.010015618,-0.02216531,0.0,0.0,0.0,0.0,-0.15844762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002503047,-0.017683776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.021724358,0.67148906,0.044987645,-0.45310643,-0.5424107,-0.2776946,0.11996885,-3.6239727,0.0,0.0,0.0,-0.2014757,-0.052808598,-0.14367552,0.021487016,-0.13457094,0.26642329,0.00477151,0.0,0.0,0.0,0.0,0.0,0.0,0.022698909,0.032581173,0.0,-0.005872815,0.0,0.0,-0.01595256,0.00559904,0.036258526,0.0,0.00093608163,0.0,0.0,0.0,0.0,1.0077994,-0.0047998857,0.0,0.0,-0.079552,0.0,0.0,0.0,0.0,0.0,-0.17407493,0.0,-0.0061159674,0.6902237,0.0,0.0,0.011612859,0.0068460386,0.0,-0.35488844,0.0,0.0,0.0,0.0,0.0,0.1501193,0.0,0.0,0.11416477,0.0,0.0,0.0,0.0,-0.045237686,-0.023747806,0.0,0.0011315952,0.013872273,0.0011417975,0.0,0.0,0.0,-0.0019467113,0.0,0.003975617,-0.07758309,0.0,0.0,0.0,0.0,-0.11476032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037999882,-0.028220946,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.44355786,-0.43636128,-0.090730764,-0.6365409,-0.865306,-0.329928,0.61957645,-0.5640041,0.0,0.0,0.0,0.8036975,-0.016898941,0.05251171,0.009720867,-0.353763,-0.10086861,0.0054036584,0.0,0.0,0.0,0.0,0.0,0.0,-0.12135895,-0.15514967,0.0,-0.0017294579,0.0,0.0,-0.0126252575,0.00559904,-0.07158675,0.0,0.0048193033,0.0,0.0,0.0,0.0,-1.2408954,-0.028639423,0.0,0.0,-0.06791106,0.0,0.0,0.0,0.0,0.0,-0.32724088,0.0,0.00579187,-0.12845388,0.0,0.0,0.013892652,0.015333235,0.0,-0.30559897,0.0,0.0,0.0,0.0,0.0,0.07605659,0.0,0.0,0.14841707,0.0,0.0,0.0,0.0,-0.13094863,-0.023747806,0.0,0.0011315952,0.009727175,0.0011417975,0.0,0.0,0.0,-0.0012358547,0.0,0.015750749,-0.044607233,0.0,0.0,0.0,0.0,-0.24667987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037999882,-0.018637206,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.23025322,-0.24927753,-0.09842682,1.073938,-0.26924658,0.0850091,0.78582716,-2.141262,0.0,0.0,0.0,0.68873507,-0.005996651,0.04251065,0.021487016,1.7402459,-0.037719846,0.00477151,0.0,0.0,0.0,0.0,0.0,0.0,0.027490461,0.028482674,0.0,0.25225505,0.0,0.0,0.78389025,0.00559904,0.17380014,0.0,0.0010199342,0.0,0.0,0.0,0.0,1.0623264,0.120656624,0.0,0.0,-0.04245325,0.0,0.0,0.0,0.0,0.0,-0.12465541,0.0,0.00579187,-0.04631995,0.0,0.0,0.013207149,0.015333235,0.0,0.01402582,0.0,0.0,0.0,0.0,0.0,0.15363818,0.0,0.0,0.12962638,0.0,0.0,0.0,0.0,-0.08936916,-0.023747806,0.0,0.0011315952,0.03926713,0.0011417975,0.0,0.0,0.0,-0.0019467113,0.0,0.014757317,1.2594192,0.0,0.0,0.0,0.0,-0.107019946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0024908173,-0.019199532,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11046824,0.7847082,-0.1328373,0.35739183,-1.4711488,-0.17652744,-1.4271938,-3.2743707,0.0,0.0,0.0,-0.14522353,-0.052808598,0.04143097,0.009179737,-0.14160585,-0.00922306,0.0036584132,0.0,0.0,0.0,0.0,0.0,0.0,0.023875793,0.02352892,0.0,0.25225505,0.0,0.0,-0.041172635,0.004331479,-0.058525115,0.0,-0.0039508604,0.0,0.0,0.0,0.0,-0.5572549,-0.0047998857,0.0,0.0,-0.0876554,0.0,0.0,0.0,0.0,0.0,-0.18170534,0.0,0.0038870948,-0.08105755,0.0,0.0,-0.0015747026,0.0042773746,0.0,0.8374214,0.0,0.0,0.0,0.0,0.0,0.042964857,0.0,0.0,-0.76642644,0.0,0.0,0.0,0.0,-0.06471088,-0.023747806,0.0,0.000740366,-0.022986189,0.0007470463,0.0,0.0,0.0,-0.007924734,0.0,-0.0043562055,-0.08155098,0.0,0.0,0.0,0.0,-0.11879859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012545593,-0.050427765,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.14281578,0.3879772,-0.10293992,0.8178375,-0.4808205,-0.18584855,-1.067379,-3.3102016,0.0,0.0,0.0,-0.22984993,-0.052808598,0.03506403,-0.060251262,-0.15861106,-0.053512402,0.0036584132,0.0,0.0,0.0,0.0,0.0,0.0,0.020961516,0.014424451,0.0,-0.005872815,0.0,0.0,-0.041172635,0.0039763073,0.023793498,0.0,-0.0039508604,0.0,0.0,0.0,0.0,0.2970897,-0.0047998857,0.0,0.0,-0.08783544,0.0,0.0,0.0,0.0,0.0,-0.16928792,0.0,0.0030505068,-0.08376274,0.0,0.0,-0.0015747026,0.0042773746,0.0,-0.35784832,0.0,0.0,0.0,0.0,0.0,-0.8004933,0.0,0.0,-0.65543056,0.0,0.0,0.0,0.0,-0.07768659,-0.023747806,0.0,0.000740366,-0.02094986,0.0007470463,0.0,0.0,0.0,-0.007924734,0.0,-0.0043562055,-0.08155098,0.0,0.0,0.0,0.0,-0.12947407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012545593,-0.053371683,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4156732,-0.33045018,0.0148400115,0.57838285,1.701884,0.3983581,0.74471205,3.3346288,0.0,0.0,0.0,0.5878189,-0.005996651,0.13168535,0.021487016,-0.09210257,-0.027193857,0.018631455,0.0,0.0,0.0,0.0,0.0,0.0,0.038135055,0.042234346,0.0,-0.0017294579,0.0,0.0,0.4360127,0.020581026,0.01447863,0.0,0.0068635847,0.0,0.0,0.0,0.0,-0.24395248,-0.009214105,0.0,0.0,-0.02746859,0.0,0.0,0.0,0.0,0.0,-0.08060362,0.0,0.00579187,-0.050755635,0.0,0.0,0.058600612,0.0068087764,0.0,0.0314238,0.0,0.0,0.0,0.0,0.0,0.07510437,0.0,0.0,0.08712728,0.0,0.0,0.0,0.0,-0.014601005,-0.005636527,0.0,0.0035591598,0.00860907,0.0035911836,0.0,0.0,0.0,-0.0012358547,0.0,0.010015618,0.445955,0.0,0.0,0.0,0.0,0.8814891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0024908173,-0.013899809,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.113516025,-0.44705147,0.0036693672,0.80622697,1.6709445,0.5176133,0.7806844,2.8296006,0.0,0.0,0.0,-0.14282121,0.07048051,0.14519069,0.021487016,-0.11028248,-0.047076106,0.018631455,0.0,0.0,0.0,0.0,0.0,0.0,0.03399719,0.042234346,0.0,-0.0011381828,0.0,0.0,-0.009870133,0.020581026,0.0826692,0.0,0.0056807767,0.0,0.0,0.0,0.0,0.72803134,-0.009214105,0.0,0.0,0.95455587,0.0,0.0,0.0,0.0,0.0,-0.06684357,0.0,0.00579187,0.39960644,0.0,0.0,0.06630526,0.0068087764,0.0,-0.04656264,0.0,0.0,0.0,0.0,0.0,0.07811629,0.0,0.0,0.0890661,0.0,0.0,0.0,0.0,0.0005920767,-0.009082772,0.0,0.0035591598,0.010336698,0.0035911836,0.0,0.0,0.0,-0.0012358547,0.0,0.010015618,-0.016542075,0.0,0.0,0.0,0.0,-0.14924063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16643107,-0.013903519,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.31163016,0.029362543,0.0413028,-0.7711534,1.2784461,0.4922711,0.9924802,3.6694546,0.0,0.0,0.0,-0.16873719,0.07048051,0.1434835,0.021487016,-0.109043136,-0.1243265,0.018631455,0.0,0.0,0.0,0.0,0.0,0.0,0.03455063,0.04316326,0.0,-0.0017294579,0.0,0.0,-0.0126252575,0.020581026,0.06590938,0.0,0.005791884,0.0,0.0,0.0,0.0,0.20750582,-0.004926445,0.0,0.0,-0.032830466,0.0,0.0,0.0,0.0,0.0,-0.08384041,0.0,-0.021796897,0.52468157,0.0,0.0,0.06514236,0.0068087764,0.0,-0.34210053,0.0,0.0,0.0,0.0,0.0,0.06423868,0.0,0.0,0.08706151,0.0,0.0,0.0,0.0,-0.22843516,-0.009082772,0.0,0.0035591598,0.03008417,0.0035911836,0.0,0.0,0.0,-0.0012358547,0.0,0.010015618,-0.025050238,0.0,0.0,0.0,0.0,-0.20042583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037999882,-0.019411292,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3397947,0.72487086,0.12896141,-0.20536262,-0.42504606,-0.16666822,0.11306481,-1.4064596,0.0,0.0,0.0,-0.13375175,-0.052808598,-0.13644056,0.021487016,-0.1337652,-0.025369812,0.00477151,0.0,0.0,0.0,0.0,0.0,0.0,0.031196382,0.03798404,0.0,-0.0024844133,0.0,0.0,-0.010961495,0.00559904,0.06655755,0.0,0.00035898387,0.0,0.0,0.0,0.0,1.2823471,-0.004580059,0.0,0.0,3.0736144,0.0,0.0,0.0,0.0,0.0,-0.16103204,0.0,0.0038870948,-0.06599197,0.0,0.0,0.012775756,0.015333235,0.0,0.93532896,0.0,0.0,0.0,0.0,0.0,0.16165502,0.0,0.0,0.1444883,0.0,0.0,0.0,0.0,0.45155764,0.14705649,0.0,0.0011315952,0.06564168,0.0011417975,0.0,0.0,0.0,0.03436697,0.0,0.004664067,-0.036861807,0.0,0.0,0.0,0.0,-0.13692334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16643107,-0.022648748,0.0,0.0,0.0,0.0,0.0,0.0,0.0
